"195"  "LMW_445"  "Trade Balance: (US$ mill.)"  "Global Integration"
"196"  "LMW_448"  "Monetary Base: % of CB Reserves, end of period"  "Finance"
"197"  "LMW_449"  "Total Deposits: % of GDP, annual avg."  "Finance"
"198"  "LMW_450"  "CB Reference: Nom. Rate annual avg. (%)"  "Finance"
"199"  "LMW_452"  "Exports: % of GDP"  "Economy"
"200"  "LMW_453"  "Exports: Real Index, Y-o-Y growth (%)"  "Economy"
"201"  "LMW_460"  "Imports: Real Index"  "Economy"
"202"  "LMW_462"  "Nominal Wages: index"  "Economy"
"203"  "LMW_463"  "Real Exch.Rate Bilat. vis à vis Euro: Index Monthly avg."  "Finance"
"204"  "LMW_464"  "Terms of Trade: index, end of period"  "Economy"
"205"  "LMW_465"  "Domestic Pub.Debt: % of GDP-annual avg."  "Economy"
"206"  "LMW_467"  "Overall Fiscal Balance: millions of US$"  "Economy"
"207"  "LMW_471"  "Foreign Direct Investment: last 4 quarters (US$ mill.)"  "Economy"
"208"  "LMW_472"  "Net Unilateral Current Transfers: % of GDP"  "Economy"
"209"  "LMW_473"  "Total Exports (BOP): (US$ mill.)"  "Economy"
"210"  "LMW_474"  "Total Imports (BOP): % of GDP"  "Economy"
"211"  "LMW_475"  "Trade Balance: % of GDP"  "Global Integration"
"212"  "LMW_476"  "Credit to Prva. Sector: real index, end of period"  "Finance"
"213"  "LMW_478"  "Monetary Base: % of GDP, annual avg."  "Finance"
"214"  "LMW_479"  "Bank Deposit: Nom.rate (%)"  "Finance"
"215"  "LMW_48"  "Real Exch.Rate Bilat. vis à vis the US$: index, annual avg."  "Finance"
"216"  "LMW_481"  "Consumption: contrib. to GDP growth (%)"  "Economy"
"217"  "LMW_482"  "Domestic Absorption: Real Index, s.a."  "Economy"
"218"  "LMW_484"  "GDP: Real Index, s.a."  "Economy"
"219"  "LMW_49"  "Real Exch.Rate Bilat. vis à vis the US$: index, monthly avg."  "Finance"
"220"  "LMW_490"  "Real Exch.Rate Multilat.: index, monthly avg."  "Finance"
"221"  "LMW_492"  "Overall Fiscal Balance: (US$ mill.), s.a."  "Economy"
"222"  "LMW_493"  "Primary Fiscal Balance: % of GDP"  "Economy"
"223"  "LMW_494"  "Total Fiscal Expenditure: millions of US$"  "Economy"
"224"  "LMW_495"  "Current Account Balance: % of GDP"  "Economy"
"225"  "LMW_496"  "Exports of Goods (BOP): (US$ mill.)"  "Economy"
"226"  "LMW_497"  "Total Imports (BOP): (US$ mill.)"  "Economy"
"227"  "LMW_5"  "Real Exch.Rate Bilat. vis à vis US$: Index End of period"  "Finance"
"228"  "LMW_50"  "Real Exch.Rate Bilat. vis à vis Yen: Index End of period"  "Finance"
"229"  "LMW_500"  "LC Deposits: annual avg. (US$ mill.)"  "Finance"
"230"  "LMW_501"  "M1: % of GDP, end of period"  "Finance"
"231"  "LMW_502"  "M2: % of CB Reserves, end of period"  "Finance"
"232"  "LMW_503"  "M3: % of CB Reserves, annual avg."  "Finance"
"233"  "LMW_509"  "GDP: constant prices, year on year growth, %"  "Economy"
"234"  "LMW_51"  "Real Exch.Rate Multilat.: index, annual avg."  "Finance"
"235"  "LMW_512"  "Imports: % of GDP"  "Economy"
"236"  "LMW_513"  "Industrial Production: Real Index, s.a."  "Economy"
"237"  "LMW_516"  "Nom.Exch.Rate Bilat.: LC/US$, monthly avg."  "Finance"
"238"  "LMW_517"  "Real Wages: index"  "Economy"
"239"  "LMW_518"  "Terms of Trade: index, Y-o-Y growth (%)"  "Economy"
"240"  "LMW_52"  "Real Exch.Rate Multilat.: monthly avg., Y-o-Y growth (%)"  "Finance"
"241"  "LMW_520"  "Domestic Pub.Debt: % of GDP-end of period"  "Economy"
"242"  "LMW_521"  "External Pub. Debt: % of GDP, end of period"  "Economy"
"243"  "LMW_526"  "Total Pub. Debt: % of GDP, annual avg."  "Economy"
"244"  "LMW_528"  "Current Account Balance: last 4 quarters (US$ mill.)"  "Economy"
"245"  "LMW_529"  "Errors & Omissions (US$ mill.)"  "Economy"
"246"  "LMW_531"  "M3: end of period (US$ mill.)"  "Finance"
"247"  "LMW_532"  "Monetary Base: % of CB Reserves, annual avg."  "Finance"
"248"  "LMW_533"  "CB Reference: Nom. Rate monthly avg. (%)"  "Finance"
"249"  "LMW_537"  "Gross Fixed Capital Formation (US$ mill.)"  "Economy"
"250"  "LMW_538"  "Imports: (US$ mill.)"  "Economy"
"251"  "LMW_540"  "CPI: 12-month inflation (%)"  "Economy"
"252"  "LMW_541"  "CPI: monthly inflation (%)"  "Economy"
"253"  "LMW_543"  "Real Exch.Rate Bilat. vis à vis Euro: Index End of period"  "Finance"
"254"  "LMW_544"  "WPI: annual avg. inflation, %"  "Economy"
"255"  "LMW_545"  "Dollarization: annual avg. (%)"  "Economy"
"256"  "LMW_548"  "Errors & Omissions: % of GDP"  "Economy"
"257"  "LMW_551"  "M1: % of GDP, annual avg."  "Finance"
"258"  "LMW_553"  "Total Credit: % of GDP, annual avg."  "Finance"
"259"  "LMW_554"  "Bank Lending: Real rate end of period (%)"  "Finance"
"260"  "LMW_555"  "Consumption: % of GDP"  "Economy"
"261"  "LMW_557"  "GDP per capita (US$)"  "Economy"
"262"  "LMW_562"  "Non Tradable GDP: Real Index, s.a."  "Economy"
"263"  "LMW_563"  "Tradable GDP: % of GDP"  "Economy"
"264"  "LMW_564"  "Import Prices: index, end of period"  "Economy"
"265"  "LMW_565"  "Domestic Pub.Debt: % of total debt-annual avg."  "Economy"
"266"  "LMW_567"  "Domestic Pub.Debt: end of period (US$ mill.)"  "Economy"
"267"  "LMW_569"  "Total Fiscal Expenditure: % of GDP"  "Economy"
"268"  "LMW_571"  "Net Unilateral Curr. Transfers: (US$ mill.)"  "Economy"
"269"  "LMW_572"  "Variation of Intl Reserves: % of GDP"  "Economy"
"270"  "LMW_574"  "Credit to Pub. Sector: annual avg. (US$ mill.)"  "Finance"
"271"  "LMW_576"  "FC Deposits: annual avg. (US$ mill.)"  "Finance"
"272"  "LMW_578"  "Saving Deposits: annual avg. (US$ mill.)"  "Finance"
"273"  "LMW_58"  "Errors & Omissions: last 4 quarters (US$ mill.)"  "Economy"
"274"  "LMW_59"  "Financial Flows: last 4 quarters (US$ mill.)"  "Economy"
"275"  "LMW_60"  "Imports of Goods (BOP): % of GDP"  "Economy"
"276"  "LMW_61"  "Imports of Services (BOP): last 4 quarters (US$ mill.)"  "Economy"
"277"  "LMW_62"  "Credit to Prvt. Sector: annual avg. (US$ mill.)"  "Finance"
"278"  "LMW_63"  "Credit to Prvt. Sector: real index, annual avg."  "Finance"
"279"  "LMW_65"  "Bank Lending: Real rate annual avg. (%)"  "Finance"
"280"  "LMW_66"  "Interbank Interest Rate: Real, annual avg. (%)"  "Finance"
"281"  "LMW_70"  "GDP: last 4 quarters (US$ mill.)"  "Economy"
"282"  "LMW_76"  "CPI: monthly inflation, s.a. (%)"  "Economy"
"283"  "LMW_78"  "Real Exch.Rate Bilat. vis à vis the Euro: index, annual avg."  "Finance"
"284"  "LMW_81"  "External Pub. Debt: % of total debt, annual avg."  "Economy"
"285"  "LMW_85"  "Bank Lending: Nom. Rate annual avg. (%)"  "Finance"
"286"  "LMW_86"  "Bank Lending: Nom. Rate (%)"  "Finance"
"287"  "LMW_88"  "Interbank Interest Rate: Nominal, monthly avg. (%)"  "Finance"
"288"  "LMW_89"  "Stock Market Index: US$ index, annual avg."  "Finance"
"289"  "LMW_9"  "Net Factor Payments: (US$ mill.)"  "Economy"
"290"  "LMW_97"  "Imports: Real Index, Y-o-Y growth (%)"  "Economy"
"291"  "LMW_99"  "Net Exports: % of GDP"  "Economy"
"292"  "LMW_582"  "Remittances: millions of US$"  "Economy"
"293"  "INT_27"  "Openness (Exports+Imports as a share of GDP)"  "Global Integration"
"294"  "INT_271"  "Exports of Goods: % of GDP"  "Economy"
"295"  "INT_38"  "Share of Exports to FTA partners"  "Global Integration"
"296"  "INT_39"  "Average MFN Tariff"  "Global Integration"
"297"  "INT_4001"  "Number of Products Accounting for Ten Percent of Exports"  "Global Integration"
"298"  "INT_4002"  "Number of Products Accounting for 25% of Exports"  "Global Integration"
"299"  "INT_4003"  "Number of Products Accounting for 50% of Exports"  "Global Integration"
"300"  "INT_4004"  "Number of Products Accounting for 75% of Exports"  "Global Integration"
"301"  "INT_4005"  "Number of Products Accounting for 100% of Exports"  "Global Integration"
"302"  "INT_5001"  "% of Exports in Top Five Products"  "Global Integration"
"303"  "INT_5002"  "% of Exports in Top Ten Products"  "Global Integration"
"304"  "INT_5003"  "% of Exports in Top Fifteen Products"  "Global Integration"
"305"  "INT_5004"  "% of Exports in Top Twenty Five Products"  "Global Integration"
"306"  "INT_5005"  "% of Exports in Top Fifty Products"  "Global Integration"
"307"  "INT_5006"  "% of Exports in Top Seventy Five Products"  "Global Integration"
"308"  "INT_5007"  "% of Exports in Top One Hundred Products"  "Global Integration"
"309"  "INT_5008"  "% of Exports in Top Two Hundred Products"  "Global Integration"
"310"  "INT_5009"  "% of Exports in Top Five Hundred Products"  "Global Integration"
"311"  "INT_5010"  "% of Exports in Top One Thousand Products"  "Global Integration"
"312"  "INT_5011"  "% of Exports in Top Four Thousand Thousand Products"  "Global Integration"
"313"  "INT_52000"  "Exports to Peru"  "Global Integration"
"314"  "INT_52001"  "Exports to MERCOSUR, Chile, Bolivia"  "Global Integration"
"315"  "INT_52002"  "Exports to Belize"  "Global Integration"
"316"  "INT_52003"  "Exports to Barbados"  "Global Integration"
"317"  "INT_52004"  "Exports to Panama"  "Global Integration"
"318"  "INT_52005"  "Exports to Rest of Latin America"  "Global Integration"
"319"  "INT_52006"  "Exports to Jamaica"  "Global Integration"
"320"  "INT_52007"  "Exports to Saint Lucia"  "Global Integration"
"321"  "INT_52008"  "Exports to Rest of ALADI"  "Global Integration"
"322"  "INT_52009"  "Exports to United States"  "Global Integration"
"323"  "INT_52010"  "Exports to Trinidad and Tobago"  "Global Integration"
"324"  "INT_52011"  "Exports to El Salvador"  "Global Integration"
"325"  "INT_52012"  "Exports to Venezuela"  "Global Integration"
"326"  "INT_52013"  "Exports to Guyana"  "Global Integration"
"327"  "INT_52014"  "Exports to G-3"  "Global Integration"
"328"  "INT_52015"  "Exports to Costa Rica"  "Global Integration"
"329"  "INT_52016"  "Exports to Japan"  "Global Integration"
"330"  "INT_52017"  "Exports to Suriname"  "Global Integration"
"331"  "INT_52018"  "Exports to Mexico"  "Global Integration"
"332"  "INT_52019"  "Exports to Ecuador"  "Global Integration"
"333"  "INT_52020"  "Exports to Saint Kitts and Nevis"  "Global Integration"
"334"  "INT_52021"  "Exports to Saint Vincent and the Grenadines"  "Global Integration"
"335"  "INT_52022"  "Exports to ALADI"  "Global Integration"
"336"  "INT_52023"  "Exports to Korea, Republic of"  "Global Integration"
"337"  "INT_52024"  "Exports to Grenada"  "Global Integration"
"338"  "INT_52025"  "Exports to Brazil"  "Global Integration"
"339"  "INT_52026"  "Exports to Dominican Republic"  "Global Integration"
"340"  "INT_52027"  "Exports to MCCA"  "Global Integration"
"341"  "INT_52028"  "Exports to Chile"  "Global Integration"
"342"  "INT_52029"  "Exports to UE27"  "Global Integration"
"343"  "INT_52030"  "Exports to Guatemala"  "Global Integration"
"344"  "INT_52031"  "Exports to Montserrat"  "Global Integration"
"345"  "INT_52032"  "Exports to Bolivia"  "Global Integration"
"346"  "INT_52033"  "Exports to NAFTA"  "Global Integration"
"347"  "INT_52034"  "Exports to Latin America"  "Global Integration"
"348"  "INT_52035"  "Exports to CARICOM"  "Global Integration"
"349"  "INT_52036"  "Exports to Uruguay"  "Global Integration"
"350"  "INT_52037"  "Exports to Canada"  "Global Integration"
"351"  "INT_52038"  "Exports to Bahamas"  "Global Integration"
"352"  "INT_52039"  "Exports to MERCOSUR"  "Global Integration"
"353"  "INT_52040"  "Exports to Hemisphere"  "Global Integration"
"354"  "INT_52041"  "Exports to Honduras"  "Global Integration"
"355"  "INT_52042"  "Exports to Latin America and the Caribbean"  "Global Integration"
"356"  "INT_52043"  "Exports to Dominica"  "Global Integration"
"357"  "INT_52044"  "Exports to ASEAN"  "Global Integration"
"358"  "INT_52045"  "Exports to Nicaragua"  "Global Integration"
"359"  "INT_52046"  "Exports to Antigua and Barbuda"  "Global Integration"
"360"  "INT_52047"  "Exports to Paraguay"  "Global Integration"
"361"  "INT_52048"  "Exports to C.ANDINA"  "Global Integration"
"362"  "INT_52049"  "Exports to Colombia"  "Global Integration"
